act_ch,block_size,offset,rmv_object_nuc,block_size_cyto,offset_cyto,global_ther,rmv_object_cyto,rmv_object_cyto_small,memory_reduction
1,59,-0.0013829841257792005,0.15,85,-0.009491081745205618,0.55,0.87,0.01,1
